,name,text
231,HiKu. 400 - 425 Watt. Monocrystalline PERC. (415W),"name:HiKu. 400 - 425 Watt. Monocrystalline PERC. (415W);Manufacturer(brand):Canadian Solar;cell type:Monocrystalline;number of cells:132.0;wattage:415.0;height:35mm;weight:10.21;application:Residential;product url:[HiKu. 400 - 425 Watt. Monocrystalline PERC. (415W)](""https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-hiku-400-425-watt-monocrystalline-perc-415w-"");image url:[https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/d9ec42fc-599c-428c-b497-06a6fd68fc18/HiKu.%20400%20-%20425%20Watt.%20Monocrystalline%20PERC.%20%28415W%29_img.jpg]"
232,Eagle 78TR G4b. 445-465 Watt. Tiling Ribbon Bifacial Module.  (465W),"name:Eagle 78TR G4b. 445-465 Watt. Tiling Ribbon Bifacial Module.  (465W);Manufacturer(brand):Jinko Solar;cell type:Tiling Ribbon Bifacial Module;number of cells:156.0;wattage:465.0;height:40mm;weight:12.02;application:Commercial;product url:[Eagle 78TR G4b. 445-465 Watt. Tiling Ribbon Bifacial Module.  (465W)](""https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-eagle-78tr-g4b-445-465-watt-tiling-ribbon-bifacial-module-465w-"");image url:[https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/b731ef67-d30d-40a9-9b9c-c3b4cccd927b/Eagle%2078TR%20G4b.%20445-465%20Watt.%20Tiling%20Ribbon%20Bifacial%20Module.%20%20%28465W%29_img.jpg]"
233,Tiger N-Type 60TR. 355-375 Watt. Mono-Facial. All Black. (365W),"name:Tiger N-Type 60TR. 355-375 Watt. Mono-Facial. All Black. (365W);Manufacturer(brand):Jinko Solar;cell type:N-type Monocrystalline;number of cells:120.0;wattage:365.0;height:30mm;weight:8.62;application:Residential;product url:[Tiger N-Type 60TR. 355-375 Watt. Mono-Facial. All Black. (365W)](""https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-tiger-n-type-60tr-355-375-watt-mono-facial-all-black-365w-"");image url:[https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/4d8dfb27-0e8f-4180-b383-fe26dedfc7e4/Tiger%20N-Type%2060TR.%20355-375%20Watt.%20Mono-Facial.%20All%20Black.%20%28365W%29_img.jpg]"
234,Hi-MO 5 - 530 - 550 Watt (545W),"name:Hi-MO 5 - 530 - 550 Watt (545W);Manufacturer(brand):LONGi;cell type:nan;number of cells:144.0;wattage:545.0;height:35mm;weight:32.3;application:Commercial;product url:[Hi-MO 5 - 530 - 550 Watt (545W)](""https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-hi-mo-5-530-550-watt-545w-"");image url:[https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/68225cf0-7f1f-404e-9933-00809db9a2d5/Hi-MO%205%20-%20530%20-%20550%20Watt%20%28545W%29_img.jpeg]"
235,RSM132-8-645BMDG-665BMDG - 645 - 665 Watt (650W) BMDG,"name:RSM132-8-645BMDG-665BMDG - 645 - 665 Watt (650W) BMDG;Manufacturer(brand):Risen Energy;cell type:Monocrystalline;number of cells:132.0;wattage:650.0;height:35mm;weight:38.5;application:Commercial;product url:[RSM132-8-645BMDG-665BMDG - 645 - 665 Watt (650W) BMDG](""https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-rsm132-8-645bmdg-665bmdg-645-665-watt-650w-bmdg"");image url:[https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/c129946d-e397-427b-9bb2-ff5346943355/RSM132-8-645BMDG-665BMDG%20-%20645%20-%20665%20Watt%20%28650W%29%20BMDG_img.jpeg]"
236,Mono 390W MBB Half-Cell Module  - 365-390 Watt (370W),"name:Mono 390W MBB Half-Cell Module  - 365-390 Watt (370W);Manufacturer(brand):JA Solar;cell type:Monocrystalline;number of cells:120.0;wattage:370.0;height:35mm;weight:20.5;application:Residential;product url:[Mono 390W MBB Half-Cell Module  - 365-390 Watt (370W)](""https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-mono-390w-mbb-half-cell-module-365-390-watt-370w-"");image url:[https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/84722b17-323d-4389-9a39-29923779ee9c/Mono%20390W%20MBB%20Half-Cell%20Module%20%20-%20365-390%20Watt%20%28370W%29_img.jpg]"
237,Tiger 78TR. 470-490 Watt. Mono-Facial Module.  (480W),"name:Tiger 78TR. 470-490 Watt. Mono-Facial Module.  (480W);Manufacturer(brand):Jinko Solar;cell type:Monocrystalline;number of cells:156.0;wattage:480.0;height:35mm;weight:11.34;application:Commercial;product url:[Tiger 78TR. 470-490 Watt. Mono-Facial Module.  (480W)](""https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-tiger-78tr-470-490-watt-mono-facial-module-480w-"");image url:[https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/2db0b88c-2c3f-4792-bf57-d7b59b1a6646/Tiger%2078TR.%20470-490%20Watt.%20Mono-Facial%20Module.%20%20%28480W%29_img.jpg]"
238,Mono 420W MBB Bifacial Monocrystalline PERC - 400 - 420 Watt (405W),"name:Mono 420W MBB Bifacial Monocrystalline PERC - 400 - 420 Watt (405W);Manufacturer(brand):JA Solar;cell type:Monocrystalline;number of cells:144.0;wattage:405.0;height:30mm;weight:25.0;application:Residential;product url:[Mono 420W MBB Bifacial Monocrystalline PERC - 400 - 420 Watt (405W)](""https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-mono-420w-mbb-bifacial-monocrystalline-perc-400-420-watt-405w-"");image url:[https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/79e733f2-878c-44aa-a625-f4c7a7d18bbb/Mono%20420W%20MBB%20Bifacial%20Monocrystalline%20PERC%20-%20400%20-%20420%20Watt%20%28405W%29_img.jpg]"
239,Eagle 72HM G5b. 525-545 Watt. Half Cell Bifacial. (540W),"name:Eagle 72HM G5b. 525-545 Watt. Half Cell Bifacial. (540W);Manufacturer(brand):Jinko Solar;cell type:Half-Cell;number of cells:144.0;wattage:540.0;height:40mm;weight:13.34;application:Commercial;product url:[Eagle 72HM G5b. 525-545 Watt. Half Cell Bifacial. (540W)](""https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-eagle-72hm-g5b-525-545-watt-half-cell-bifacial-540w-"");image url:[https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/711b4255-e412-4b68-913d-ca0d07bca7f7/Eagle%2072HM%20G5b.%20525-545%20Watt.%20Half%20Cell%20Bifacial.%20%28540W%29_img.png]"
240,HiKu7. 580 - 610 Watt. Monocrystalline PERC. R Series (590W),"name:HiKu7. 580 - 610 Watt. Monocrystalline PERC. R Series (590W);Manufacturer(brand):Canadian Solar;cell type:Monocrystalline;number of cells:120.0;wattage:590.0;height:35mm;weight:14.06;application:Commercial;product url:[HiKu7. 580 - 610 Watt. Monocrystalline PERC. R Series (590W)](""https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-hiku7-580-610-watt-monocrystalline-perc-r-series-590w-"");image url:[https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/f1e7821c-b6bb-4879-a4d3-3280cf00b25f/HiKu7.%20580%20-%20610%20Watt.%20Monocrystalline%20PERC.%20R%20Series%20%28590W%29_img.jpg]"
241,Vertex Bifacial Dual Glass Moncosrystalline Module - 535 - 555 Watt         (555W),"name:Vertex Bifacial Dual Glass Moncosrystalline Module - 535 - 555 Watt         (555W);Manufacturer(brand):Trina Solar;cell type:Monocrystalline;number of cells:110.0;wattage:555.0;height:35mm;weight:32.3;application:Commercial;product url:[Vertex Bifacial Dual Glass Moncosrystalline Module - 535 - 555 Watt         (555W)](""https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-vertex-bifacial-dual-glass-moncosrystalline-module-535-555-watt-555w-"");image url:[https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/52749ba5-e266-46c1-ae49-ed8a7326d9ad/Vertex%20Bifacial%20Dual%20Glass%20Moncosrystalline%20Module%20-%20535%20-%20555%20Watt%20%20%20%20%20%20%20%20%20%28555W%29_img.jpeg]"
242,Tallmax Plus FRAMED 144 HALF-CELL MODULE - 345 - 395 Watt (390W),"name:Tallmax Plus FRAMED 144 HALF-CELL MODULE - 345 - 395 Watt (390W);Manufacturer(brand):Trina Solar;cell type:Monocrystalline;number of cells:144.0;wattage:390.0;height:40mm;weight:23.0;application:Residential;product url:[Tallmax Plus FRAMED 144 HALF-CELL MODULE - 345 - 395 Watt (390W)](""https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-tallmax-plus-framed-144-half-cell-module-345-395-watt-390w-"");image url:[https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/e9b9dd08-a0e3-435a-839b-2745ea52f2af/Tallmax%20Plus%20FRAMED%20144%20HALF-CELL%20MODULE%20-%20345%20-%20395%20Watt%20%28390W%29_img.jpeg]"
243,HiKu7. 580 - 610 Watt. Monocrystalline PERC. R Series (595W),"name:HiKu7. 580 - 610 Watt. Monocrystalline PERC. R Series (595W);Manufacturer(brand):Canadian Solar;cell type:Monocrystalline;number of cells:120.0;wattage:595.0;height:35mm;weight:14.06;application:Commercial;product url:[HiKu7. 580 - 610 Watt. Monocrystalline PERC. R Series (595W)](""https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-hiku7-580-610-watt-monocrystalline-perc-r-series-595w-"");image url:[https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/ba11bdf7-c8af-4210-b08c-43beedc54163/HiKu7.%20580%20-%20610%20Watt.%20Monocrystalline%20PERC.%20R%20Series%20%28595W%29_img.jpg]"
244,RSM132-8-645BMDG-665BMDG - 645 - 665 Watt (660W) BMDG,"name:RSM132-8-645BMDG-665BMDG - 645 - 665 Watt (660W) BMDG;Manufacturer(brand):Risen Energy;cell type:Monocrystalline;number of cells:132.0;wattage:660.0;height:35mm;weight:38.5;application:Commercial;product url:[RSM132-8-645BMDG-665BMDG - 645 - 665 Watt (660W) BMDG](""https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-rsm132-8-645bmdg-665bmdg-645-665-watt-660w-bmdg"");image url:[https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/1298817e-5735-4336-b587-2a5635d58ac0/RSM132-8-645BMDG-665BMDG%20-%20645%20-%20665%20Watt%20%28660W%29%20BMDG_img.jpeg]"
245,"Vertex BACKSHEET MONOCRYSTALLINE MODULE	- 380 - 400 Watt (395W)","name:Vertex BACKSHEET MONOCRYSTALLINE MODULE	- 380 - 400 Watt (395W);Manufacturer(brand):Trina Solar;cell type:Monocrystalline;number of cells:120.0;wattage:395.0;height:30mm;weight:21.0;application:Residential;product url:[Vertex BACKSHEET MONOCRYSTALLINE MODULE	- 380 - 400 Watt (395W)](""https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-vertex-backsheet-monocrystalline-module-380-400-watt-395w-"");image url:[https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/e1b00877-a463-4547-b9dc-9dd0084c5bf4/Vertex%20BACKSHEET%20MONOCRYSTALLINE%20MODULE%09-%20380%20-%20400%20Watt%20%28395W%29_img.jpeg]"
246,Tiger Neo N-type 78HL4-(V). 610-630 Watt. Mono Facial Module. N-Type. (615W),"name:Tiger Neo N-type 78HL4-(V). 610-630 Watt. Mono Facial Module. N-Type. (615W);Manufacturer(brand):Jinko Solar;cell type:N-type Monocrystalline;number of cells:156.0;wattage:615.0;height:30mm;weight:13.88;application:Commercial;product url:[Tiger Neo N-type 78HL4-(V). 610-630 Watt. Mono Facial Module. N-Type. (615W)](""https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-tiger-neo-n-type-78hl4-v-610-630-watt-mono-facial-module-n-type-615w-"");image url:[https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/184ef99d-fef1-40b8-b998-29d9961c1116/Tiger%20Neo%20N-type%2078HL4-%28V%29.%20610-630%20Watt.%20Mono%20Facial%20Module.%20N-Type.%20%28615W%29_img.jpeg]"
247,Tiger Neo N-type 78HL4-(V). 610-630 Watt. Mono Facial Module. N-Type. (625W),"name:Tiger Neo N-type 78HL4-(V). 610-630 Watt. Mono Facial Module. N-Type. (625W);Manufacturer(brand):Jinko Solar;cell type:N-type Monocrystalline;number of cells:156.0;wattage:625.0;height:30mm;weight:13.88;application:Commercial;product url:[Tiger Neo N-type 78HL4-(V). 610-630 Watt. Mono Facial Module. N-Type. (625W)](""https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-tiger-neo-n-type-78hl4-v-610-630-watt-mono-facial-module-n-type-625w-"");image url:[https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/3c44e7a0-b959-4566-a20c-1cbf38f03779/Tiger%20Neo%20N-type%2078HL4-%28V%29.%20610-630%20Watt.%20Mono%20Facial%20Module.%20N-Type.%20%28625W%29_img.jpeg]"
248,Monocrystalline high power solar module - PENTA+ Premium- 290 - 305 Watt (290W),"name:Monocrystalline high power solar module - PENTA+ Premium- 290 - 305 Watt (290W);Manufacturer(brand):Astronergy;cell type:Monocrystalline PERC;number of cells:60.0;wattage:290.0;height:40mm;weight:18.2;application:Residential;product url:[Monocrystalline high power solar module - PENTA+ Premium- 290 - 305 Watt (290W)](""https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-monocrystalline-high-power-solar-module-penta-premium-290-305-watt-290w-"");image url:[https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/605f7172-559d-4314-ac29-19cdfd4cb007/Monocrystalline%20high%20power%20solar%20module%20-%20PENTA%2B%20Premium-%20290%20-%20305%20Watt%20%28290W%29_img.jpg]"
249,DEEP BLUE 3.0 - JAM72S30 - 530 - 555 Watt (540W),"name:DEEP BLUE 3.0 - JAM72S30 - 530 - 555 Watt (540W);Manufacturer(brand):JA Solar;cell type:Monocrystalline;number of cells:144.0;wattage:540.0;height:35mm;weight:28.1;application:Commercial;product url:[DEEP BLUE 3.0 - JAM72S30 - 530 - 555 Watt (540W)](""https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-deep-blue-3-0-jam72s30-530-555-watt-540w-"");image url:[https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/7bc50e4c-a72c-431b-8c03-ab125718d91d/DEEP%20BLUE%203.0%20-%20JAM72S30%20-%20530%20-%20555%20Watt%20%28540W%29_img.jpg]"
250,HiKu6. 395 - 420 Watt. Monocrystalline PERC.  (405W),"name:HiKu6. 395 - 420 Watt. Monocrystalline PERC.  (405W);Manufacturer(brand):Canadian Solar;cell type:Monocrystalline;number of cells:108.0;wattage:405.0;height:30mm;weight:9.66;application:Residential;product url:[HiKu6. 395 - 420 Watt. Monocrystalline PERC.  (405W)](""https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-hiku6-395-420-watt-monocrystalline-perc-405w-"");image url:[https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/65ad7a06-b1a5-4540-91a4-b61eb77c5397/HiKu6.%20395%20-%20420%20Watt.%20Monocrystalline%20PERC.%20%20%28405W%29_img.jpeg]"
251,Hi-MO 4m - 355 - 375 Watt (365W),"name:Hi-MO 4m - 355 - 375 Watt (365W);Manufacturer(brand):LONGi;cell type:nan;number of cells:120.0;wattage:365.0;height:35mm;weight:19.5;application:Residential;product url:[Hi-MO 4m - 355 - 375 Watt (365W)](""https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-hi-mo-4m-355-375-watt-365w-"");image url:[https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/16b388d7-c1d7-4288-91e3-47182f48008a/Hi-MO%204m%20-%20355%20-%20375%20Watt%20%28365W%29_img.jpg]"
252,LG NeON H - 144 Cell - Monocrystalline - 445 - 450 (450W),"name:LG NeON H - 144 Cell - Monocrystalline - 445 - 450 (450W);Manufacturer(brand):LG Solar;cell type:Monocrystalline;number of cells:144.0;wattage:450.0;height:40mm;weight:23.0;application:Commercial;product url:[LG NeON H - 144 Cell - Monocrystalline - 445 - 450 (450W)](""https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-lg-neon-h-144-cell-monocrystalline-445-450-450w-"");image url:[https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/53ebcdb2-88ba-49bc-b797-1412cf55e9f9/LG%20NeON%20H%20-%20144%20Cell%20-%20Monocrystalline%20-%20445%20-%20450%20%28450W%29_img.jpeg]"
253,RSM132-8-645BMDG-665BMDG - 645 - 665 Watt (655W),"name:RSM132-8-645BMDG-665BMDG - 645 - 665 Watt (655W);Manufacturer(brand):Risen Energy;cell type:Monocrystalline;number of cells:132.0;wattage:655.0;height:35mm;weight:41.0;application:Commercial;product url:[RSM132-8-645BMDG-665BMDG - 645 - 665 Watt (655W)](""https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-rsm132-8-645bmdg-665bmdg-645-665-watt-655w-"");image url:[https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/049a527f-0e23-4aec-ab81-7db46baf4d57/RSM132-8-645BMDG-665BMDG%20-%20645%20-%20665%20Watt%20%28655W%29_img.jpeg]"
254,Tiger Neo N-type 60HL4-(V). 460-480 Watt. Mono-Facial Module. N-Type. (460W),"name:Tiger Neo N-type 60HL4-(V). 460-480 Watt. Mono-Facial Module. N-Type. (460W);Manufacturer(brand):Jinko Solar;cell type:N-type Monocrystalline;number of cells:120.0;wattage:460.0;height:30mm;weight:10.98;application:Commercial;product url:[Tiger Neo N-type 60HL4-(V). 460-480 Watt. Mono-Facial Module. N-Type. (460W)](""https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-tiger-neo-n-type-60hl4-v-460-480-watt-mono-facial-module-n-type-460w-"");image url:[https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/a72a9b97-2420-42f1-9c98-f7f687ad5c21/Tiger%20Neo%20N-type%2060HL4-%28V%29.%20460-480%20Watt.%20Mono-Facial%20Module.%20N-Type.%20%28460W%29_img.jpeg]"
255,DEEP BLUE 3.0 - JAM54S30  - 395 - 420 Watt (415W),"name:DEEP BLUE 3.0 - JAM54S30  - 395 - 420 Watt (415W);Manufacturer(brand):JA Solar;cell type:Monocrystalline;number of cells:108.0;wattage:415.0;height:30mm;weight:21.5;application:Residential;product url:[DEEP BLUE 3.0 - JAM54S30  - 395 - 420 Watt (415W)](""https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-deep-blue-3-0-jam54s30-395-420-watt-415w-"");image url:[https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/796159d0-a461-4dec-95ba-d02bd12dadb0/DEEP%20BLUE%203.0%20-%20JAM54S30%20%20-%20395%20-%20420%20Watt%20%28415W%29_img.jpg]"
256,Hi-MO 5m - 535 - 555 Watt (555W),"name:Hi-MO 5m - 535 - 555 Watt (555W);Manufacturer(brand):LONGi;cell type:nan;number of cells:144.0;wattage:555.0;height:35mm;weight:27.2;application:Commercial;product url:[Hi-MO 5m - 535 - 555 Watt (555W)](""https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-hi-mo-5m-535-555-watt-555w-"");image url:[https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/867d497e-f7eb-4074-b80d-d4a6a7646645/Hi-MO%205m%20-%20535%20-%20555%20Watt%20%28555W%29_img.jpg]"
257,Hi-MO 5m - 535 - 555 Watt (550W),"name:Hi-MO 5m - 535 - 555 Watt (550W);Manufacturer(brand):LONGi;cell type:nan;number of cells:144.0;wattage:550.0;height:35mm;weight:27.2;application:Commercial;product url:[Hi-MO 5m - 535 - 555 Watt (550W)](""https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-hi-mo-5m-535-555-watt-550w-"");image url:[https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/3ebd438d-6457-45be-9ea8-48966edc6fc3/Hi-MO%205m%20-%20535%20-%20555%20Watt%20%28550W%29_img.jpg]"
258,Q.PEAK DUO BLKML-G10+ SERIES - 385 - 405 Watt (390W),"name:Q.PEAK DUO BLKML-G10+ SERIES - 385 - 405 Watt (390W);Manufacturer(brand):Q Cells;cell type:Monocrystalline;number of cells:132.0;wattage:390.0;height:32mm;weight:22.0;application:Residential;product url:[Q.PEAK DUO BLKML-G10+ SERIES - 385 - 405 Watt (390W)](""https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-q-peak-duo-blkml-g10-series-385-405-watt-390w-"");image url:[https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/a81d50c5-0031-492b-ac1c-319cc81006f0/Q.PEAK%20DUO%20BLKML-G10%2B%20SERIES%20-%20385%20-%20405%20Watt%20%28390W%29_img.jpg]"
259,LG NeON R 60 cell Monocrystalline 365W - 385 Watt (375W),"name:LG NeON R 60 cell Monocrystalline 365W - 385 Watt (375W);Manufacturer(brand):LG Solar;cell type:Monocrystalline;number of cells:60.0;wattage:375.0;height:40mm;weight:17.5;application:Residential;product url:[LG NeON R 60 cell Monocrystalline 365W - 385 Watt (375W)](""https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-lg-neon-r-60-cell-monocrystalline-365w-385-watt-375w-"");image url:[https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/13d97f6a-ba70-4206-9545-44d9928e635a/LG%20NeON%20R%2060%20cell%20Monocrystalline%20365W%20-%20385%20Watt%20%28375W%29_img.jpeg]"
260,Tiger N-Type 60TR. 355-375 Watt. Mono-Facial. All Black. (375W),"name:Tiger N-Type 60TR. 355-375 Watt. Mono-Facial. All Black. (375W);Manufacturer(brand):Jinko Solar;cell type:N-type Monocrystalline;number of cells:120.0;wattage:375.0;height:30mm;weight:8.62;application:Residential;product url:[Tiger N-Type 60TR. 355-375 Watt. Mono-Facial. All Black. (375W)](""https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-tiger-n-type-60tr-355-375-watt-mono-facial-all-black-375w-"");image url:[https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/b249da9f-1a02-4ac1-958e-c919c10511b6/Tiger%20N-Type%2060TR.%20355-375%20Watt.%20Mono-Facial.%20All%20Black.%20%28375W%29_img.jpg]"
261,Cheetah HC 60MB. 320-340 Watt. Monocrystalline PERC Half Cell Model (340W),"name:Cheetah HC 60MB. 320-340 Watt. Monocrystalline PERC Half Cell Model (340W);Manufacturer(brand):Jinko Solar;cell type:Monocrystalline PERC;number of cells:120.0;wattage:340.0;height:30mm;weight:8.39;application:Residential;product url:[Cheetah HC 60MB. 320-340 Watt. Monocrystalline PERC Half Cell Model (340W)](""https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-cheetah-hc-60mb-320-340-watt-monocrystalline-perc-half-cell-model-340w-"");image url:[https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/552581e8-56b5-49b4-b11d-1d63e3c094e7/Cheetah%20HC%2060MB.%20320-340%20Watt.%20Monocrystalline%20PERC%20Half%20Cell%20Model%20%28340W%29_img.jpg]"
262,Monocrystalline PV Module - PENTA+ Premium M6 - 350 - 365 Watt (355W),"name:Monocrystalline PV Module - PENTA+ Premium M6 - 350 - 365 Watt (355W);Manufacturer(brand):Astronergy;cell type:Monocrystalline;number of cells:nan;wattage:355.0;height:35mm;weight:20.0;application:Residential;product url:[Monocrystalline PV Module - PENTA+ Premium M6 - 350 - 365 Watt (355W)](""https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-monocrystalline-pv-module-penta-premium-m6-350-365-watt-355w-"");image url:[https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/eb6ef08a-86ef-4e61-9ece-e9914ce0b13c/Monocrystalline%20PV%20Module%20-%20PENTA%2B%20Premium%20M6%20-%20350%20-%20365%20Watt%20%28355W%29_img.jpg]"
263,Duomax BIFACIAL DUAL GLASS 72-LAYOUT MODULE - 350 - 370 Watt (355W),"name:Duomax BIFACIAL DUAL GLASS 72-LAYOUT MODULE - 350 - 370 Watt (355W);Manufacturer(brand):Trina Solar;cell type:Monocrystalline;number of cells:72.0;wattage:355.0;height:25mm;weight:31.0;application:Residential;product url:[Duomax BIFACIAL DUAL GLASS 72-LAYOUT MODULE - 350 - 370 Watt (355W)](""https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-duomax-bifacial-dual-glass-72-layout-module-350-370-watt-355w-"");image url:[https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/f267b78b-a85f-4f23-bf77-5041745921cd/Duomax%20BIFACIAL%20DUAL%20GLASS%2072-LAYOUT%20MODULE%20-%20350%20-%20370%20Watt%20%28355W%29_img.jpeg]"
264,Eagle 78TR G4b. 445-465 Watt. Tiling Ribbon Bifacial Module.  (450W),"name:Eagle 78TR G4b. 445-465 Watt. Tiling Ribbon Bifacial Module.  (450W);Manufacturer(brand):Jinko Solar;cell type:Tiling Ribbon Bifacial Module;number of cells:156.0;wattage:450.0;height:40mm;weight:12.02;application:Commercial;product url:[Eagle 78TR G4b. 445-465 Watt. Tiling Ribbon Bifacial Module.  (450W)](""https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-eagle-78tr-g4b-445-465-watt-tiling-ribbon-bifacial-module-450w-"");image url:[https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/5471dc23-5581-4691-9511-1207b83e5a63/Eagle%2078TR%20G4b.%20445-465%20Watt.%20Tiling%20Ribbon%20Bifacial%20Module.%20%20%28450W%29_img.jpg]"
265,Mono 420W MBB Half-Cell Module - 400 - 420 Watt (410W),"name:Mono 420W MBB Half-Cell Module - 400 - 420 Watt (410W);Manufacturer(brand):JA Solar;cell type:Monocrystalline;number of cells:144.0;wattage:410.0;height:35mm;weight:22.4;application:Residential;product url:[Mono 420W MBB Half-Cell Module - 400 - 420 Watt (410W)](""https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-mono-420w-mbb-half-cell-module-400-420-watt-410w-"");image url:[https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/3b26fa18-b518-40ae-b164-5be48cc162d3/Mono%20420W%20MBB%20Half-Cell%20Module%20-%20400%20-%20420%20Watt%20%28410W%29_img.jpg]"
266,Polycrystalline PV Module - PENTA Classic - 265 - 280 Watt (265W),"name:Polycrystalline PV Module - PENTA Classic - 265 - 280 Watt (265W);Manufacturer(brand):Astronergy;cell type:Monocrystalline;number of cells:nan;wattage:265.0;height:35mm;weight:18.4;application:Residential;product url:[Polycrystalline PV Module - PENTA Classic - 265 - 280 Watt (265W)](""https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-polycrystalline-pv-module-penta-classic-265-280-watt-265w-"");image url:[https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/fec901cd-7f0e-4f4c-a226-1e5d4108fa01/Polycrystalline%20PV%20Module%20-%20PENTA%20Classic%20-%20265%20-%20280%20Watt%20%28265W%29_img.jpg]"
